2018-04-27 14:03:22.818 [main] DEBUG com.project.plan.config.listener.ApplicationEventListener - 初始化环境变量
2018-04-27 14:03:22.871 [main] INFO  com.project.plan.PlanApplicationTests - Starting PlanApplicationTests on MS-F0133-SH1SW with PID 257484 (started by yingjing.liu in D:\rgk_project_info_system\ProjectPlan)
2018-04-27 14:03:22.871 [main] DEBUG com.project.plan.PlanApplicationTests - Running with Spring Boot v1.4.2.RELEASE, Spring v4.3.4.RELEASE
2018-04-27 14:03:22.871 [main] INFO  com.project.plan.PlanApplicationTests - The following profiles are active: prod
2018-04-27 14:03:22.900 [main] DEBUG com.project.plan.config.listener.ApplicationEventListener - 初始化环境变量完成
2018-04-27 14:03:23.090 [background-preinit] DEBUG org.jboss.logging - Logging Provider: org.jboss.logging.Slf4jLoggerProvider found via system property
2018-04-27 14:03:25.150 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2018-04-27 14:03:32.649 [main] DEBUG com.project.plan.config.listener.ApplicationEventListener - 应用刷新
2018-04-27 14:03:32.657 [main] DEBUG com.project.plan.config.listener.ApplicationEventListener - 应用已启动完成
2018-04-27 14:03:32.658 [main] INFO  com.project.plan.PlanApplicationTests - Started PlanApplicationTests in 10.099 seconds (JVM running for 11.413)
2018-04-27 14:03:32.997 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:32.997 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:32.998 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:32.998 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.003 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.035 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.036 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.037 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.037 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.038 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.039 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.054 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.055 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.056 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.056 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.058 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.060 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.062 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.062 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-04-27 14:03:33.269 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.647 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.648 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.650 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.653 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.655 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.656 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.658 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.662 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.664 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.665 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.666 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.668 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.669 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.671 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.672 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.674 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.675 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.678 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.679 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.680 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.681 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.688 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.690 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.693 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.695 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.696 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.698 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.699 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.700 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.701 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.703 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.704 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.706 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.707 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.709 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.711 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.718 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.720 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.721 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.723 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.727 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.743 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.937 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:33.939 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:34.254 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:34.255 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:34.256 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:34.282 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:34.283 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:34.284 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:34.286 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:34.287 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:34.288 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:34.289 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:34.291 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:34.292 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:34.292 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:34.293 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:34.294 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:34.295 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:34.296 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:34.297 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:34.298 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:34.299 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:34.300 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-04-27 14:03:34.301 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
