2018-05-03 11:53:56.165 [main] DEBUG com.project.plan.config.listener.ApplicationEventListener - 初始化环境变量
2018-05-03 11:53:56.549 [main] INFO  com.project.plan.PlanApplicationTests - Starting PlanApplicationTests on MS-F0133-SH1SW with PID 39576 (started by yingjing.liu in D:\rgk_project_info_system\ProjectPlan)
2018-05-03 11:53:56.550 [main] DEBUG com.project.plan.PlanApplicationTests - Running with Spring Boot v1.5.9.RELEASE, Spring v4.3.13.RELEASE
2018-05-03 11:53:56.551 [main] INFO  com.project.plan.PlanApplicationTests - The following profiles are active: dev
2018-05-03 11:53:56.693 [main] DEBUG com.project.plan.config.listener.ApplicationEventListener - 初始化环境变量完成
2018-05-03 11:54:00.262 [background-preinit] DEBUG org.jboss.logging - Logging Provider: org.jboss.logging.Slf4jLoggerProvider found via system property
2018-05-03 11:54:06.777 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2018-05-03 11:54:28.873 [main] DEBUG com.project.plan.config.listener.ApplicationEventListener - 应用刷新
2018-05-03 11:54:28.882 [main] DEBUG com.project.plan.config.listener.ApplicationEventListener - 应用已启动完成
2018-05-03 11:54:28.883 [main] INFO  com.project.plan.PlanApplicationTests - Started PlanApplicationTests in 33.034 seconds (JVM running for 34.375)
2018-05-03 11:54:30.796 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-05-03 11:54:30.797 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-05-03 11:54:30.797 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-05-03 11:54:30.797 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-05-03 11:54:30.798 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-05-03 11:54:30.800 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-05-03 11:54:30.801 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-05-03 11:54:30.801 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-05-03 11:54:30.801 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-05-03 11:54:30.803 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-05-03 11:54:30.804 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-05-03 11:54:30.804 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-05-03 11:54:30.805 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-05-03 11:54:30.807 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-05-03 11:54:30.807 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-05-03 11:54:30.809 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-05-03 11:54:30.812 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-05-03 11:54:30.813 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-05-03 11:54:30.813 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-05-03 11:54:30.816 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-05-03 11:54:30.816 [main] INFO  com.project.plan.common.utils.LDAPControl - Ignore error:java.lang.NullPointerException
2018-05-03 11:54:31.512 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.052 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.200 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.293 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.298 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.437 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.441 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.445 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.449 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.453 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.458 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.463 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.467 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.472 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.476 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.479 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.481 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.483 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.485 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.487 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.488 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.490 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.492 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.493 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.495 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.497 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.499 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.500 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.502 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.503 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.505 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.507 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.508 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.509 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.510 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.511 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.512 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.513 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.514 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.515 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.516 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.517 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.518 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.519 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.520 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.725 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.727 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.728 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.730 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.733 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.735 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.737 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.739 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.741 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.742 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.745 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.747 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.749 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.750 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.751 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.753 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.754 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.755 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
2018-05-03 11:54:32.756 [main] DEBUG org.hibernate.SQL - insert into tb_user (address, birthday, create_time, delete_status, description, email, locked, nick_name, password, sex, telephone, update_time, user_name) values (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)
